date,year,month,day,weekday,hour,demand,temperature
1988/1/7,1988,1,7,4,9,3156,39
1988/1/7,1988,1,7,4,10,2985,41
1988/1/7,1988,1,7,4,11,2824,44
1988/1/7,1988,1,7,4,12,2630,46
1988/1/7,1988,1,7,4,13,2581,48
1988/1/7,1988,1,7,4,14,2478,48
1988/1/7,1988,1,7,4,15,2426,47
1988/1/7,1988,1,7,4,16,2484,46
1988/1/7,1988,1,7,4,17,2704,43
1988/1/7,1988,1,7,4,18,3019,42
1988/1/7,1988,1,7,4,19,3069,41
1988/1/7,1988,1,7,4,20,2983,41
1988/1/7,1988,1,7,4,21,2839,40
1988/1/7,1988,1,7,4,22,2647,39
1988/1/7,1988,1,7,4,23,2361,36
1988/1/7,1988,1,7,4,24,2089,35
1988/1/8,1988,1,8,5,1,1914,38
1988/1/8,1988,1,8,5,2,1853,38
1988/1/8,1988,1,8,5,3,1837,39
1988/1/8,1988,1,8,5,4,1856,39
1988/1/8,1988,1,8,5,5,1949,39
1988/1/8,1988,1,8,5,6,2259,40
1988/1/8,1988,1,8,5,7,2843,40
1988/1/8,1988,1,8,5,8,3168,41
1988/1/8,1988,1,8,5,9,3140,42
1988/1/8,1988,1,8,5,10,3039,39
1988/1/8,1988,1,8,5,11,2984,37
1988/1/8,1988,1,8,5,12,2894,37
1988/1/8,1988,1,8,5,13,2841,38
1988/1/8,1988,1,8,5,14,2802,37
1988/1/8,1988,1,8,5,15,2772,37
1988/1/8,1988,1,8,5,16,2797,37
1988/1/8,1988,1,8,5,17,2930,37
1988/1/8,1988,1,8,5,18,3082,37
1988/1/8,1988,1,8,5,19,3047,37
1988/1/8,1988,1,8,5,20,2876,38
1988/1/8,1988,1,8,5,21,2723,39
1988/1/8,1988,1,8,5,22,2528,39
1988/1/8,1988,1,8,5,23,2322,39
1988/1/8,1988,1,8,5,24,2077,38
1988/1/9,1988,1,9,6,1,1882,40
1988/1/9,1988,1,9,6,2,1791,39
1988/1/9,1988,1,9,6,3,1765,36
1988/1/9,1988,1,9,6,4,1767,37
1988/1/9,1988,1,9,6,5,1796,38
1988/1/9,1988,1,9,6,6,1923,37
1988/1/9,1988,1,9,6,7,2102,38
1988/1/9,1988,1,9,6,8,2359,39
1988/1/9,1988,1,9,6,9,2699,40
1988/1/9,1988,1,9,6,10,2941,41
1988/1/9,1988,1,9,6,11,2999,41
1988/1/9,1988,1,9,6,12,2943,41
1988/1/9,1988,1,9,6,13,2806,42
1988/1/9,1988,1,9,6,14,2691,42
1988/1/9,1988,1,9,6,15,2583,43
1988/1/9,1988,1,9,6,16,2542,46
1988/1/9,1988,1,9,6,17,2641,46
1988/1/9,1988,1,9,6,18,2762,47
1988/1/9,1988,1,9,6,19,2696,47
1988/1/9,1988,1,9,6,20,2562,47
1988/1/9,1988,1,9,6,21,2409,46
1988/1/9,1988,1,9,6,22,2251,46
1988/1/9,1988,1,9,6,23,2093,45
1988/1/9,1988,1,9,6,24,1915,44
1988/1/10,1988,1,10,7,1,1739,44
1988/1/10,1988,1,10,7,2,1650,43
1988/1/10,1988,1,10,7,3,1610,42
1988/1/10,1988,1,10,7,4,1602,43
1988/1/10,1988,1,10,7,5,1626,42
1988/1/10,1988,1,10,7,6,1701,42
1988/1/10,1988,1,10,7,7,1855,42
1988/1/10,1988,1,10,7,8,2099,42
1988/1/10,1988,1,10,7,9,2441,43
1988/1/10,1988,1,10,7,10,2682,42
1988/1/10,1988,1,10,7,11,2755,44
1988/1/10,1988,1,10,7,12,2735,43
1988/1/10,1988,1,10,7,13,2653,45
1988/1/10,1988,1,10,7,14,2588,44
1988/1/10,1988,1,10,7,15,2500,44
1988/1/10,1988,1,10,7,16,2492,44
1988/1/10,1988,1,10,7,17,2645,43
1988/1/10,1988,1,10,7,18,2806,41
1988/1/10,1988,1,10,7,19,2778,41
1988/1/10,1988,1,10,7,20,2692,41
1988/1/10,1988,1,10,7,21,2596,41
1988/1/10,1988,1,10,7,22,2422,40
1988/1/10,1988,1,10,7,23,2132,41
1988/1/10,1988,1,10,7,24,1882,40
1988/1/11,1988,1,11,1,1,1719,40
1988/1/11,1988,1,11,1,2,1663,38
1988/1/11,1988,1,11,1,3,1656,38
1988/1/11,1988,1,11,1,4,1684,37
1988/1/11,1988,1,11,1,5,1789,38
1988/1/11,1988,1,11,1,6,2134,38
1988/1/11,1988,1,11,1,7,2740,39
1988/1/11,1988,1,11,1,8,3060,39
1988/1/11,1988,1,11,1,9,3050,40
1988/1/11,1988,1,11,1,10,2921,40
1988/1/11,1988,1,11,1,11,2793,43
1988/1/11,1988,1,11,1,12,2657,43
1988/1/11,1988,1,11,1,13,2570,44
1988/1/11,1988,1,11,1,14,2520,44
1988/1/11,1988,1,11,1,15,2483,45
1988/1/11,1988,1,11,1,16,2512,45
1988/1/11,1988,1,11,1,17,2672,44
1988/1/11,1988,1,11,1,18,2996,43
1988/1/11,1988,1,11,1,19,3023,42
1988/1/11,1988,1,11,1,20,2932,42
1988/1/11,1988,1,11,1,21,2779,42
1988/1/11,1988,1,11,1,22,2563,41
1988/1/11,1988,1,11,1,23,2274,41
1988/1/11,1988,1,11,1,24,1969,41
1988/1/12,1988,1,12,2,1,1795,39
1988/1/12,1988,1,12,2,2,1739,38
1988/1/12,1988,1,12,2,3,1733,39
1988/1/12,1988,1,12,2,4,1754,39
1988/1/12,1988,1,12,2,5,1845,38
1988/1/12,1988,1,12,2,6,2195,37
1988/1/12,1988,1,12,2,7,2784,40
1988/1/12,1988,1,12,2,8,3119,39
1988/1/12,1988,1,12,2,9,3061,39
1988/1/12,1988,1,12,2,10,2922,40
1988/1/12,1988,1,12,2,11,2802,41
1988/1/12,1988,1,12,2,12,2711,42
1988/1/12,1988,1,12,2,13,2663,44
1988/1/12,1988,1,12,2,14,2539,45
1988/1/12,1988,1,12,2,15,2526,45
1988/1/12,1988,1,12,2,16,2598,44
1988/1/12,1988,1,12,2,17,2780,44
1988/1/12,1988,1,12,2,18,3012,44
1988/1/12,1988,1,12,2,19,3009,42
1988/1/12,1988,1,12,2,20,2923,41
1988/1/12,1988,1,12,2,21,2791,38
1988/1/12,1988,1,12,2,22,2571,38
1988/1/12,1988,1,12,2,23,2264,39
1988/1/12,1988,1,12,2,24,1975,39
1988/1/13,1988,1,13,3,1,1792,39
1988/1/13,1988,1,13,3,2,1739,39
1988/1/13,1988,1,13,3,3,1702,39
1988/1/13,1988,1,13,3,4,1723,38
1988/1/13,1988,1,13,3,5,1812,39
1988/1/13,1988,1,13,3,6,2146,39
1988/1/13,1988,1,13,3,7,2720,39
1988/1/13,1988,1,13,3,8,3035,39
1988/1/13,1988,1,13,3,9,2985,40
1988/1/13,1988,1,13,3,10,2868,41
1988/1/13,1988,1,13,3,11,2808,42
1988/1/13,1988,1,13,3,12,2720,44
1988/1/13,1988,1,13,3,13,2623,45
1988/1/13,1988,1,13,3,14,2577,46
1988/1/13,1988,1,13,3,15,2517,46
1988/1/13,1988,1,13,3,16,2561,46
1988/1/13,1988,1,13,3,17,2699,46
1988/1/13,1988,1,13,3,18,2956,46
1988/1/13,1988,1,13,3,19,2936,47
1988/1/13,1988,1,13,3,20,2817,46
1988/1/13,1988,1,13,3,21,2663,47
1988/1/13,1988,1,13,3,22,2451,46
1988/1/13,1988,1,13,3,23,2139,46
1988/1/13,1988,1,13,3,24,1851,44
1988/1/14,1988,1,14,4,1,1662,44
1988/1/14,1988,1,14,4,2,1594,45
1988/1/14,1988,1,14,4,3,1551,44
1988/1/14,1988,1,14,4,4,1557,45
1988/1/14,1988,1,14,4,5,1622,47
1988/1/14,1988,1,14,4,6,1914,48
1988/1/14,1988,1,14,4,7,2450,50
1988/1/14,1988,1,14,4,8,2750,51
1988/1/14,1988,1,14,4,9,2716,52
1988/1/14,1988,1,14,4,10,2600,51
1988/1/14,1988,1,14,4,11,2540,52
1988/1/14,1988,1,14,4,12,2467,53
1988/1/14,1988,1,14,4,13,2417,52
1988/1/14,1988,1,14,4,14,2384,52
1988/1/14,1988,1,14,4,15,2351,51
1988/1/14,1988,1,14,4,16,2395,50
1988/1/14,1988,1,14,4,17,2540,49
1988/1/14,1988,1,14,4,18,2773,47
1988/1/14,1988,1,14,4,19,2782,43
1988/1/14,1988,1,14,4,20,2722,43
1988/1/14,1988,1,14,4,21,2601,42
1988/1/14,1988,1,14,4,22,2401,43
1988/1/14,1988,1,14,4,23,2150,42
1988/1/14,1988,1,14,4,24,1890,41
1988/1/15,1988,1,15,5,1,1697,41
1988/1/15,1988,1,15,5,2,1645,41
1988/1/15,1988,1,15,5,3,1627,41
1988/1/15,1988,1,15,5,4,1647,41
1988/1/15,1988,1,15,5,5,1731,41
1988/1/15,1988,1,15,5,6,2054,40
1988/1/15,1988,1,15,5,7,2629,39
1988/1/15,1988,1,15,5,8,2991,40
1988/1/15,1988,1,15,5,9,2964,40
1988/1/15,1988,1,15,5,10,2849,41
1988/1/15,1988,1,15,5,11,2777,42
1988/1/15,1988,1,15,5,12,2665,44
1988/1/15,1988,1,15,5,13,2588,45
1988/1/15,1988,1,15,5,14,2539,46
1988/1/15,1988,1,15,5,15,2501,45
1988/1/15,1988,1,15,5,16,2542,45
1988/1/15,1988,1,15,5,17,2665,46
1988/1/15,1988,1,15,5,18,2886,46
1988/1/15,1988,1,15,5,19,2836,46
1988/1/15,1988,1,15,5,20,2690,43
1988/1/15,1988,1,15,5,21,2549,41
1988/1/15,1988,1,15,5,22,2385,40
1988/1/15,1988,1,15,5,23,2192,40
1988/1/15,1988,1,15,5,24,1987,38
1988/1/16,1988,1,16,6,1,1789,39
1988/1/16,1988,1,16,6,2,1702,39
1988/1/16,1988,1,16,6,3,1683,38
1988/1/16,1988,1,16,6,4,1685,38
1988/1/16,1988,1,16,6,5,1720,38
1988/1/16,1988,1,16,6,6,1858,39
1988/1/16,1988,1,16,6,7,2040,37
1988/1/16,1988,1,16,6,8,2324,36
1988/1/16,1988,1,16,6,9,2669,37
1988/1/16,1988,1,16,6,10,2882,39
1988/1/16,1988,1,16,6,11,2897,40
1988/1/16,1988,1,16,6,12,2801,41
1988/1/16,1988,1,16,6,13,2689,42
1988/1/16,1988,1,16,6,14,2557,42
1988/1/16,1988,1,16,6,15,2474,41
1988/1/16,1988,1,16,6,16,2437,41
1988/1/16,1988,1,16,6,17,2587,40
1988/1/16,1988,1,16,6,18,2778,38
1988/1/16,1988,1,16,6,19,2768,37
1988/1/16,1988,1,16,6,20,2645,37
1988/1/16,1988,1,16,6,21,2524,37
1988/1/16,1988,1,16,6,22,2372,36
1988/1/16,1988,1,16,6,23,2211,38
1988/1/16,1988,1,16,6,24,2011,36
1988/1/17,1988,1,17,7,1,1847,37
1988/1/17,1988,1,17,7,2,1757,37
1988/1/17,1988,1,17,7,3,1727,37
1988/1/17,1988,1,17,7,4,1724,37
1988/1/17,1988,1,17,7,5,1754,37
1988/1/17,1988,1,17,7,6,1838,36
1988/1/17,1988,1,17,7,7,2005,36
1988/1/17,1988,1,17,7,8,2257,35
1988/1/17,1988,1,17,7,9,2591,38
1988/1/17,1988,1,17,7,10,2757,41
1988/1/17,1988,1,17,7,11,2693,43
1988/1/17,1988,1,17,7,12,2567,42
1988/1/17,1988,1,17,7,13,2439,44
1988/1/17,1988,1,17,7,14,2350,42
1988/1/17,1988,1,17,7,15,2289,43
1988/1/17,1988,1,17,7,16,2325,40
1988/1/17,1988,1,17,7,17,2467,38
1988/1/17,1988,1,17,7,18,2755,37
1988/1/17,1988,1,17,7,19,2734,39
1988/1/17,1988,1,17,7,20,2665,39
1988/1/17,1988,1,17,7,21,2558,38
1988/1/17,1988,1,17,7,22,2409,38
1988/1/17,1988,1,17,7,23,2170,38
1988/1/17,1988,1,17,7,24,1947,39
1988/1/18,1988,1,18,1,1,1754,38
1988/1/18,1988,1,18,1,2,1695,38
1988/1/18,1988,1,18,1,3,1686,38
1988/1/18,1988,1,18,1,4,1702,38
1988/1/18,1988,1,18,1,5,1789,37
1988/1/18,1988,1,18,1,6,2051,38
1988/1/18,1988,1,18,1,7,2435,38
1988/1/18,1988,1,18,1,8,2778,38
1988/1/18,1988,1,18,1,9,2962,39
1988/1/18,1988,1,18,1,10,2995,41
1988/1/18,1988,1,18,1,11,2928,40
1988/1/18,1988,1,18,1,12,2797,43
1988/1/18,1988,1,18,1,13,2640,43
1988/1/18,1988,1,18,1,14,2507,45
1988/1/18,1988,1,18,1,15,2393,45
1988/1/18,1988,1,18,1,16,2375,45
1988/1/18,1988,1,18,1,17,2546,41
1988/1/18,1988,1,18,1,18,2920,39
1988/1/18,1988,1,18,1,19,3010,39
1988/1/18,1988,1,18,1,20,2978,36
1988/1/18,1988,1,18,1,21,2859,36
1988/1/18,1988,1,18,1,22,2644,35
1988/1/18,1988,1,18,1,23,2348,34
1988/1/18,1988,1,18,1,24,2052,33
1988/1/19,1988,1,19,2,1,1871,34
1988/1/19,1988,1,19,2,2,1836,34
1988/1/19,1988,1,19,2,3,1812,34
1988/1/19,1988,1,19,2,4,1836,34
1988/1/19,1988,1,19,2,5,1924,36
1988/1/19,1988,1,19,2,6,2274,35
1988/1/19,1988,1,19,2,7,2877,37
1988/1/19,1988,1,19,2,8,3193,36
1988/1/19,1988,1,19,2,9,3138,37
1988/1/19,1988,1,19,2,10,2981,39
1988/1/19,1988,1,19,2,11,2856,41
1988/1/19,1988,1,19,2,12,2726,42
1988/1/19,1988,1,19,2,13,2657,43
1988/1/19,1988,1,19,2,14,2591,44
1988/1/19,1988,1,19,2,15,2514,45
1988/1/19,1988,1,19,2,16,2549,44
1988/1/19,1988,1,19,2,17,2670,43
1988/1/19,1988,1,19,2,18,2972,41
1988/1/19,1988,1,19,2,19,3028,41
1988/1/19,1988,1,19,2,20,2919,40
1988/1/19,1988,1,19,2,21,2771,39
1988/1/19,1988,1,19,2,22,2544,39
1988/1/19,1988,1,19,2,23,2266,39
1988/1/19,1988,1,19,2,24,1977,39
1988/1/20,1988,1,20,3,1,1813,38
1988/1/20,1988,1,20,3,2,1754,38
1988/1/20,1988,1,20,3,3,1750,40
1988/1/20,1988,1,20,3,4,1760,41
1988/1/20,1988,1,20,3,5,1856,40
1988/1/20,1988,1,20,3,6,2202,41
1988/1/20,1988,1,20,3,7,2776,41
1988/1/20,1988,1,20,3,8,3076,41
1988/1/20,1988,1,20,3,9,3012,43
1988/1/20,1988,1,20,3,10,2835,44
1988/1/20,1988,1,20,3,11,2710,44
1988/1/20,1988,1,20,3,12,2578,46
1988/1/20,1988,1,20,3,13,2464,49
1988/1/20,1988,1,20,3,14,2403,45
1988/1/20,1988,1,20,3,15,2365,45
1988/1/20,1988,1,20,3,16,2392,46
1988/1/20,1988,1,20,3,17,2597,44
1988/1/20,1988,1,20,3,18,2915,42
1988/1/20,1988,1,20,3,19,2960,41
1988/1/20,1988,1,20,3,20,2850,40
1988/1/20,1988,1,20,3,21,2725,40
1988/1/20,1988,1,20,3,22,2544,39
1988/1/20,1988,1,20,3,23,2272,38
1988/1/20,1988,1,20,3,24,1982,37
1988/1/21,1988,1,21,4,1,1808,37
1988/1/21,1988,1,21,4,2,1763,36
1988/1/21,1988,1,21,4,3,1765,36
1988/1/21,1988,1,21,4,4,1795,36
1988/1/21,1988,1,21,4,5,1896,35
1988/1/21,1988,1,21,4,6,2243,36
1988/1/21,1988,1,21,4,7,2835,36
1988/1/21,1988,1,21,4,8,3170,36
1988/1/21,1988,1,21,4,9,3116,37
1988/1/21,1988,1,21,4,10,2912,40
1988/1/21,1988,1,21,4,11,2746,43
1988/1/21,1988,1,21,4,12,2579,46
1988/1/21,1988,1,21,4,13,2445,46
1988/1/21,1988,1,21,4,14,2387,46
1988/1/21,1988,1,21,4,15,2377,45
1988/1/21,1988,1,21,4,16,2442,43
1988/1/21,1988,1,21,4,17,2621,43
1988/1/21,1988,1,21,4,18,2922,41
1988/1/21,1988,1,21,4,19,2994,40
1988/1/21,1988,1,21,4,20,2926,40
1988/1/21,1988,1,21,4,21,2816,39
1988/1/21,1988,1,21,4,22,2617,37
1988/1/21,1988,1,21,4,23,2336,36
1988/1/21,1988,1,21,4,24,2035,37
1988/1/22,1988,1,22,5,1,1858,38
1988/1/22,1988,1,22,5,2,1791,35
1988/1/22,1988,1,22,5,3,1782,37
1988/1/22,1988,1,22,5,4,1791,37
1988/1/22,1988,1,22,5,5,1880,36
1988/1/22,1988,1,22,5,6,2211,40
1988/1/22,1988,1,22,5,7,2775,38
1988/1/22,1988,1,22,5,8,3090,40
1988/1/22,1988,1,22,5,9,3065,39
1988/1/22,1988,1,22,5,10,2970,39
1988/1/22,1988,1,22,5,11,2894,41
1988/1/22,1988,1,22,5,12,2794,41
1988/1/22,1988,1,22,5,13,2720,42
1988/1/22,1988,1,22,5,14,2629,44
1988/1/22,1988,1,22,5,15,2519,45
1988/1/22,1988,1,22,5,16,2508,45
1988/1/22,1988,1,22,5,17,2589,44
1988/1/22,1988,1,22,5,18,2817,45
1988/1/22,1988,1,22,5,19,2818,45
1988/1/22,1988,1,22,5,20,2676,45
1988/1/22,1988,1,22,5,21,2521,44
1988/1/22,1988,1,22,5,22,2353,44
1988/1/22,1988,1,22,5,23,2148,44
1988/1/22,1988,1,22,5,24,1938,42
1988/1/23,1988,1,23,6,1,1745,42
1988/1/23,1988,1,23,6,2,1664,41
1988/1/23,1988,1,23,6,3,1629,40
1988/1/23,1988,1,23,6,4,1644,39
1988/1/23,1988,1,23,6,5,1686,40
1988/1/23,1988,1,23,6,6,1808,39
1988/1/23,1988,1,23,6,7,2021,39
1988/1/23,1988,1,23,6,8,2316,40
1988/1/23,1988,1,23,6,9,2677,40
1988/1/23,1988,1,23,6,10,2849,41
1988/1/23,1988,1,23,6,11,2861,41
1988/1/23,1988,1,23,6,12,2755,42
1988/1/23,1988,1,23,6,13,2610,42
1988/1/23,1988,1,23,6,14,2457,43
1988/1/23,1988,1,23,6,15,2315,45
1988/1/23,1988,1,23,6,16,2261,45
1988/1/23,1988,1,23,6,17,2385,40
1988/1/23,1988,1,23,6,18,2688,38
1988/1/23,1988,1,23,6,19,2754,38
1988/1/23,1988,1,23,6,20,2654,40
1988/1/23,1988,1,23,6,21,2547,35
1988/1/23,1988,1,23,6,22,2409,39
1988/1/23,1988,1,23,6,23,2261,40
1988/1/23,1988,1,23,6,24,2073,35
1988/1/24,1988,1,24,7,1,1916,36
1988/1/24,1988,1,24,7,2,1825,34
1988/1/24,1988,1,24,7,3,1809,32
1988/1/24,1988,1,24,7,4,1811,30
1988/1/24,1988,1,24,7,5,1846,31
1988/1/24,1988,1,24,7,6,1954,32
1988/1/24,1988,1,24,7,7,2107,32
1988/1/24,1988,1,24,7,8,2380,32
1988/1/24,1988,1,24,7,9,2733,33
1988/1/24,1988,1,24,7,10,2915,34
1988/1/24,1988,1,24,7,11,2916,37
1988/1/24,1988,1,24,7,12,2813,37
1988/1/24,1988,1,24,7,13,2705,40
1988/1/24,1988,1,24,7,14,2575,41
1988/1/24,1988,1,24,7,15,2491,41
1988/1/24,1988,1,24,7,16,2505,41
1988/1/24,1988,1,24,7,17,2603,40
1988/1/24,1988,1,24,7,18,2793,40
1988/1/24,1988,1,24,7,19,2818,39
1988/1/24,1988,1,24,7,20,2714,40
1988/1/24,1988,1,24,7,21,2595,40
1988/1/24,1988,1,24,7,22,2419,40
1988/1/24,1988,1,24,7,23,2146,39
1988/1/24,1988,1,24,7,24,1878,39
1988/1/25,1988,1,25,1,1,1721,39
1988/1/25,1988,1,25,1,2,1668,38
1988/1/25,1988,1,25,1,3,1681,37
1988/1/25,1988,1,25,1,4,1712,38
1988/1/25,1988,1,25,1,5,1824,39
1988/1/25,1988,1,25,1,6,2184,37
1988/1/25,1988,1,25,1,7,2794,37
1988/1/25,1988,1,25,1,8,3150,37
1988/1/25,1988,1,25,1,9,3119,39
1988/1/25,1988,1,25,1,10,2945,40
1988/1/25,1988,1,25,1,11,2779,44
1988/1/25,1988,1,25,1,12,2609,47
1988/1/25,1988,1,25,1,13,2480,48
1988/1/25,1988,1,25,1,14,2378,47
1988/1/25,1988,1,25,1,15,2304,47
1988/1/25,1988,1,25,1,16,2341,46
1988/1/25,1988,1,25,1,17,2488,43
1988/1/25,1988,1,25,1,18,2861,42
1988/1/25,1988,1,25,1,19,2928,41
1988/1/25,1988,1,25,1,20,2871,40
1988/1/25,1988,1,25,1,21,2746,38
1988/1/25,1988,1,25,1,22,2527,40
1988/1/25,1988,1,25,1,23,2252,40
1988/1/25,1988,1,25,1,24,1973,38
1988/1/26,1988,1,26,2,1,1818,35
1988/1/26,1988,1,26,2,2,1770,35
1988/1/26,1988,1,26,2,3,1770,36
1988/1/26,1988,1,26,2,4,1810,36
1988/1/26,1988,1,26,2,5,1918,35
1988/1/26,1988,1,26,2,6,2275,33
